city,trip
"Erie, PA","['Akron, OH', 'Albany, NY', 'Allentown, PA', 'Ann Arbor, MI', 'Annapolis, MD', 'Athens, OH', 'Atlanta, GA', 'Austin, TX', 'Baltimore, MD', 'Binghamton, NY', 'Birmingham, AL', 'Bloomington, IN', 'Boston, MA', 'Bridgeport, WV', 'Brunswick, GA', 'Buffalo, NY', 'Buffalo, WY', 'Burlington, VT', 'Canton, OH', 'Charleston, WV', 'Charlotte, NC', 'Charlottesville, VA', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Cleveland, MS', 'Cleveland, OH', 'Colonial Heights, VA', 'Columbus, OH', 'Dallas, TX', 'Dayton, OH', 'Daytona Beach, FL', 'Denver, CO', 'Detroit, MI', 'Dothan, AL', 'Dover, DE', 'Elkhart, IN', 'Elyria, OH', 'Flint, MI', 'Fort Myers, FL', 'Frederick, MD', 'Fredericksburg, VA', 'Gainesville, FL', 'Grand Rapids, MI', 'Greensboro, NC', 'Greenville, SC', 'Hamilton, ON', 'Harrisburg, PA', 'Hartford, CT', 'Houston, TX', 'Huntington, WV', 'Indiana, PA', 'Indianapolis, IN', 'Iowa City, IA', 'Ithaca, NY', 'Jackson, MS', 'Kansas City, MO', 'King of Prussia, PA', 'Knoxville, TN', 'Lafayette, IN', 'Las Vegas, NV', 'Lexington, KY', 'London, KY', 'Los Angeles, CA', 'Louisville, KY', 'Madison, WI', 'Memphis, TN', 'Middletown, PA', 'Milwaukee, WI', 'Minneapolis, MN', 'Monroeville, PA', 'Montgomery, AL', 'Montreal, QC', 'Morgantown, WV', 'Mount Laurel, NJ', 'Myrtle Beach, SC', 'Nashville, TN', 'New Haven, CT', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Niagara Falls, NY', 'Niagara Falls, ON', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Oklahoma City, OK', 'Orlando, FL', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, ME', 'Portland, OR', 'Providence, RI', 'Queens, NY', 'Raleigh, NC', 'Richmond, VA', 'Rochester, NY', 'San Antonio, TX', 'San Diego, CA', 'Sandusky, OH', 'Sarasota, FL', 'Savannah, GA', 'Scranton, PA', 'Seattle, WA', 'Selinsgrove, PA', 'Silver Spring, MD', 'South Bend, IN', 'Springfield, MA', 'Springfield, OH', 'Springfield, VA', 'St Louis, MO', 'State College, PA', 'Syracuse, NY', 'Tampa, FL', 'Toledo, OH', 'Toronto, ON', 'Tulsa, OK', 'Utica, NY', 'Washington, D.C.', 'Washington, PA', 'Wheeling, WV', 'Wilkes-Barre, PA', 'Wilmington, NC', 'Wilmington-Newark, DE', 'Youngstown, OH']"
Erlangen,"['Amsterdam', 'Berlin', 'Bonn', 'Bratislava', 'Brussels', 'Copenhagen', 'Düsseldorf', 'Frankfurt', 'Frankfurt Airport', 'Memmingen Airport', 'Munich', 'Paris', 'Prague', 'Rotterdam', 'Stuttgart', 'Utrecht', 'Vienna']"
Erode,[]
"Erskine, MN","['Greenville, SC']"
Erzin,[]
Erzincan,"['Rize', 'Torul']"
Erzurum,"['Göreme', 'Sivas']"
Esbjerg,[]
Escaldes-Engordany,[]
Esch-sur-Alzette,[]
Eskişehir,"['Adana', 'Altinoluk', 'Ankara', 'Antalya', 'Bursa', 'Göreme', 'Yalova', 'İstanbul', 'İzmir']"
Eskişehir TCDD Gar,[]
Espiye,[]
Espoo,"['Helsinki', 'Rauma', 'Riga']"
Esposende,[]
Essen,"['Aachen', 'Amsterdam', 'Amsterdam Airport (Schiphol)', 'Antwerp', 'Barcelona', 'Berlin', 'Bihać', 'Bochum', 'Bonn', 'Bremen', 'Bruges', 'Brunswick', 'Brussels', 'Brussels Airport', 'Burgas', 'Bydgoszcz', 'Cloppenburg', 'Cologne', 'Copenhagen', 'Dijon', 'Dortmund', 'Dresden', 'Düsseldorf', 'Eindhoven', 'Frankfurt', 'Frankfurt Airport', 'Granada', 'Halle', 'Hamburg', 'Hanover', 'Jena', 'Kassel', 'Leipzig', 'Lille', 'Limburg an der Lahn', 'Limoges', 'Liège', 'London', 'Luxembourg', 'Lyon', 'Maastricht', 'Mannheim', 'Milan', 'Munich', 'Nancy', 'Nuremberg', 'Odesa', 'Paris', 'Prague', 'Rotterdam', 'Stendal', 'Stuttgart', 'The Hague', 'Tilburg', 'Tübingen', 'Utrecht', 'Vejle', 'Venlo', 'Vitoria-Gasteiz', 'Warsaw', 'Würzburg']"
Estel,[]
"Estreito, MA",[]
Étampes,[]
Etawah,[]
Étretat,"['Paris', 'Rouen']"
"Eugene, OR","['Albuquerque, NM', 'Altamont, OR', 'Apache Junction, AZ', 'Austin, TX', 'Bakersfield, CA', 'Barstow, CA', 'Bellingham, WA', 'Bend, OR', 'Billings, MT', 'Biloxi, MS', 'Boise, ID', 'Boston, MA', 'Bozeman, MT', 'Burns, OR', 'Centralia, WA', 'Champaign, IL', 'Charlotte, NC', 'Chicago, IL', 'Chico, CA', 'Cincinnati, OH', 'Cleveland, OH', 'Coeur d`Alene, ID', 'Corvallis, OR', 'Dallas, TX', 'Davis, CA', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Dickinson, ND', 'Edmonds, WA', 'El Monte-Baldwin Park, CA', 'El Paso, TX', 'Ellensburg, WA', 'Flagstaff, AZ', 'Fort Collins, CO', 'Fort Myers, FL', 'Fresno, CA', 'Gainesville, FL', 'Gillette, WY', 'Gilroy, CA', 'Grants Pass, OR', 'Great Falls, MT', 'Hood River, OR', 'Houston, TX', 'Idaho Falls, ID', 'Indianapolis, IN', 'Iowa City, IA', 'Jacksonville, FL', 'Kansas City, MO', 'Kelso, WA', 'Kingman, AZ', 'Klamath Falls, OR', 'Knoxville, TN', 'La Grande, OR', 'Las Vegas, NV', 'Latrobe, PA', 'Lewiston, ID', 'Lexington, KY', 'Lodi, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Louisville, KY', 'Madison, WI', 'Medford-Ashland, OR', 'Memphis, TN', 'Merced, CA', 'Miami, FL', 'Minneapolis, MN', 'Missoula, MT', 'Mobile, AL', 'Modesto, CA', 'Monroe, LA', 'Moses Lake, WA', 'Mt Shasta, CA', 'Nashville, TN', 'Natchitoches, LA', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Oakland / Berkeley / East Bay, CA', 'Oceanside, CA', 'Oklahoma City, OK', 'Olympia, WA', 'Omaha, NE', 'Ontario / Montclair / Claremont, CA', 'Ontario, OR', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Pasco, WA', 'Pendleton, OR', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Port Angeles, WA', 'Portland, OR', 'Pueblo, CO', 'Pullman, WA', 'Rapid City, SD', 'Redding, CA', 'Redmond, OR', 'Reno, NV', 'Richmond, VA', 'Riverside, CA', 'Rochester, NY', 'Roseburg, OR', 'Roseville, CA', 'Sacramento, CA', 'Salem, OR', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Fernando, CA', 'San Francisco, CA', 'San Jose, CA', 'San Luis Obispo, CA', 'San Ysidro, CA', 'Santa Barbara, CA', 'Seattle, WA', 'Sequim, WA', 'Shreveport, LA', 'Sioux Falls, SD', 'Sisters, OR', 'Spokane, WA', 'Springfield, MO', 'St. George, UT', 'Stockton, CA', 'Tacoma, WA', 'Tampa, FL', 'Texarkana, TX', 'The Dalles, OR', 'Tijuana,  MX', 'Tucson, AZ', 'Tulsa, OK', 'Twin Falls, ID', 'Vallejo, CA', 'Vancouver, BC', 'Victorville, CA', 'Visalia, CA', 'Waco, TX', 'Walla Walla, WA', 'Washington, D.C.', 'Wenatchee, WA', 'Wichita, KS', 'Yakima, WA']"
"Eureka, CA",[]
"Eureka, KS",[]
"Eutaw, AL",[]
"Evans Mills, NY","['New York, NY', 'Norfolk-Virginia Beach, VA']"
"Evanston, WY","['Harlingen, TX', 'Houston, TX', 'Laramie, WY']"
"Evansville, IN","['Abilene, TX', 'Akron, OH', 'Alexandria, LA', 'Ann Arbor, MI', 'Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Baltimore, MD', 'Baton Rouge, LA', 'Biloxi, MS', 'Birmingham, AL', 'Boston, MA', 'Brownsville, TX', 'Brunswick, GA', 'Buffalo, NY', 'Carbondale, IL', 'Champaign, IL', 'Charlotte, NC', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Clarksville, TN', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbia, MO', 'Columbia, SC', 'Columbus, GA', 'Columbus, OH', 'Dallas, TX', 'Dayton, OH', 'Dekalb, IL', 'Denver, CO', 'Detroit, MI', 'Dothan, AL', 'El Paso, TX', 'Fayetteville, AR', 'Fayetteville, NC', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Walton Beach, FL', 'Fort Wayne, IN', 'Fort Worth, TX', 'Gainesville, FL', 'Gainesville, GA', 'Gary, IN', 'Grand Rapids, MI', 'Greeneville, TN', 'Greensboro, NC', 'Greensburg, PA', 'Greenville, MS', 'Greenville, SC', 'Harlingen, TX', 'Harrisburg, PA', 'Hartford, CT', 'Houston, TX', 'Huntsville, AL', 'Idaho Falls, ID', 'Indianapolis, IN', 'Jackson, MS', 'Jackson, TN', 'Jacksonville, FL', 'Jonesboro, AR', 'Kalamazoo, MI', 'Kansas City, MO', 'Katy, TX', 'Knoxville, TN', 'Lafayette, IN', 'Lansing, MI', 'Las Vegas, NV', 'Lexington, KY', 'London, KY', 'Los Angeles, CA', 'Louisville, KY', 'Macon, GA', 'Madison, WI', 'Madisonville, KY', 'Manchester, TN', 'Marion, IN', 'Memphis, TN', 'Merrillville, IN', 'Mexico City', 'Miami, FL', 'Michigan City, IN', 'Milwaukee, WI', 'Minneapolis, MN', 'Mobile, AL', 'Montgomery, AL', 'Murfreesboro, TN', 'Naperville, IL', 'Naples, FL', 'Nashville, TN', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Norfolk-Virginia Beach, VA', 'Oklahoma City, OK', 'Omaha, NE', 'Ontario / Montclair / Claremont, CA', 'Orlando, FL', 'Paducah, KY', 'Panama City, FL', 'Peru, IN', 'Petersburg, VA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, OR', 'Providence, RI', 'Queens, NY', 'Raleigh, NC', 'Richmond, VA', 'Riverside, CA', 'Rochester, NY', 'Roseville, CA', 'Sacramento, CA', 'Saint Paul, MN', 'Salisbury, MD', 'San Antonio, TX', 'San Diego, CA', 'San Francisco, CA', 'San Jose, CA', 'Sarasota, FL', 'Savannah, GA', 'Seattle, WA', 'South Bend, IN', 'Spokane, WA', 'Spring Hill, FL', 'St Louis, MO', 'St. Petersburg, FL', 'Tallahassee, FL', 'Tampa, FL', 'Texarkana, TX', 'Tifton, GA', 'Toledo, OH', 'Toronto, ON', 'Tucson, AZ', 'Tulsa, OK', 'Tupelo, MS', 'Valdosta, GA', 'Waco, TX', 'Washington, D.C.', 'West Palm Beach, FL', 'Wichita Falls, TX', 'Wichita, KS', 'Wildwood, GA', 'Winston-Salem, NC', 'Youngstown, OH']"
"Evaro, MT",[]
"Everett, WA","['Bellingham, WA', 'Billings, MT', 'Bozeman, MT', 'Brewster, WA', 'Brigham City, UT', 'Butte, MT', 'Cedar Rapids, IA', 'Chelan, WA', 'Chicago, IL', 'Coeur d`Alene, ID', 'Dallas, TX', 'El Paso, TX', 'Ellensburg, WA', 'Houston, TX', 'Idaho Falls, ID', 'Las Vegas, NV', 'Leavenworth, WA', 'Lewiston, ID', 'Loon Lake, WA', 'Missoula, MT', 'Moscow, ID', 'Moses Lake, WA', 'Mount Vernon, WA', 'New York, NY', 'Newark, NJ', 'Oklahoma City, OK', 'Olympia, WA', 'Omak, WA', 'Philadelphia, PA', 'Port Angeles, WA', 'Portland, OR', 'Pullman, WA', 'Quincy, WA', 'Ritzville, WA', 'Salt Lake City, UT', 'Seattle, WA', 'Spokane, WA', 'Tacoma, WA', 'Vancouver, BC', 'Washington, D.C.', 'Wenatchee, WA', 'Wichita, KS']"
"Evergreen, AL","['Atlanta, GA', 'Berea, KY', 'Birmingham, AL', 'Chicago, IL', 'Columbia, SC', 'Dallas, TX', 'Dekalb, IL', 'Huntsville, AL', 'Jackson, MS', 'Miami, FL', 'Nashville, TN', 'Oklahoma City, OK', 'Phoenix-Tempe, AZ', 'Springfield, MO', 'Syracuse, NY']"
Evora,"['Albufeira', 'Alcobaça', 'Badajoz', 'Beja', 'Caldas da Rainha', 'Coimbra', 'Cáceres\u200e', 'Faro', 'Lagos', 'Leiria', 'Lisbon', 'Lisbon Airport', 'Madrid', 'Málaga', 'Mérida', 'Nazare', 'Porto', 'Talavera de la Reina', 'Tavira']"
Exeter,"['London', 'London Heathrow Airport']"
Eynesil,[]
Ezine,['İstanbul']
Fabrizia,[]
Fabrizio G.,[]
Fačkov,[]
Faenza,[]
Fafe,[]
Făgăraș,[]
"Fairfield, IA",[]
"Fairmont, MN","['Minneapolis, MN', 'Saint Paul, MN']"
"Fairmont, WV","['Atlanta, GA', 'Baltimore, MD', 'Beckley, WV', 'Charlotte, NC', 'Columbus, OH', 'Gainesville, FL', 'Memphis, TN', 'Morgantown, WV', 'Nashville, TN', 'New York, NY', 'Tulsa, OK', 'Washington, D.C.', 'Youngstown, OH']"
Falcade,[]
Falerna Marina,['Lamezia Terme Airport']
"Falfurrias, TX","['Baton Rouge, LA', 'Fort Worth, TX', 'Harlingen, TX', 'Houston, TX', 'Oklahoma City, OK', 'San Antonio, TX']"
"Fallon, NV",[]
Fălticeni,[]
Falun,['Stockholm']
Famalicão,['Lisbon']
Fano,[]
Fårbo,[]
"Fargo, ND","['Aberdeen, SD', 'Akron, OH', 'Amarillo, TX', 'Atlanta, GA', 'Atlantic City, NJ', 'Augusta, GA', 'Austin, TX', 'Bakersfield, CA', 'Binghamton, NY', 'Birmingham, AL', 'Bismarck, ND', 'Bloomington, IN', 'Boston, MA', 'Bozeman, MT', 'Brainerd, MN', 'Brownsville, TX', 'Buffalo, NY', 'Burnsville, MN', 'Casper, WY', 'Charlotte, NC', 'Chicago, IL', 'Cincinnati, OH', 'Cleveland, OH', 'Columbus, OH', 'Corpus Christi, TX', 'Dallas, TX', 'Daytona Beach, FL', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Dickinson, ND', 'Eau Claire, WI', 'El Paso, TX', 'Fayetteville, AR', 'Flagstaff, AZ', 'Fort Lauderdale, FL', 'Fort Wayne, IN', 'Fort Worth, TX', 'Fresno, CA', 'Grand Forks, ND', 'Great Falls, MT', 'Green Bay, WI', 'Harlingen, TX', 'Houston, TX', 'Indianapolis, IN', 'Jonesboro, AR', 'Joplin, MO', 'Junction City, KS', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Knoxville, TN', 'Las Vegas, NV', 'Lewiston, ID', 'Lexington, KY', 'Lincoln, NE', 'Los Angeles, CA', 'Louisville, KY', 'Madison, WI', 'Maple Grove, MN', 'Mcallen, TX', 'Miami, FL', 'Midland, TX', 'Milwaukee, WI', 'Minneapolis, MN', 'Minot, ND', 'Monterrey, MX', 'Nashville, TN', 'Natchez, MS', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Oklahoma City, OK', 'Omaha, NE', 'Orlando, FL', 'Owatonna, MN', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Port Arthur, TX', 'Portland, ME', 'Portland, OR', 'Providence, RI', 'Raleigh, NC', 'Rapid City, SD', 'Reno, NV', 'Rochester, MN', 'Rockford, IL', 'Sacramento, CA', 'Saint Cloud, MN', 'Saint Paul, MN', 'Salina, KS', 'Salt Lake City, UT', 'San Antonio, TX', 'San Diego, CA', 'San Francisco, CA', 'Seattle, WA', 'Sioux City, IA', 'Sioux Falls, SD', 'Spokane, WA', 'St. George, UT', 'Tacoma, WA', 'Tallahassee, FL', 'Tampa, FL', 'Texarkana, TX', 'Topeka, KS', 'Tucson, AZ', 'Tulsa, OK', 'Tuscaloosa, AL', 'Washington, D.C.', 'Wenatchee, WA', 'Wichita, KS', 'Wisconsin Dells, WI', 'Youngstown, OH']"
"Faribault, MN","['Chicago, IL', 'Des Moines, IA', 'Houston, TX', 'Saint Paul, MN']"
Färila,[]
"Farmington, UT","['Sugar City, ID']"
Faro,"['Albufeira', 'Almada', 'Bilbao', 'Brussels', 'Cascais', 'Coimbra', 'Evora', 'Fatima', 'Huelva', 'Jerez de la Frontera', 'Lagos', 'Leiria', 'Lisbon', 'Lisbon Airport', 'Marbella', 'Málaga', 'Nazare', 'Portimão', 'Porto', 'Seville', 'Sintra']"
Faro Airport,"['Coimbra', 'Francisco Sá Carneiro Airport', 'Huelva', 'Lisbon', 'Lisbon Airport', 'Lyon', 'Marbella', 'Málaga', 'Porto', 'Seville']"
Farranfore,[]
Fasano,"['Naples', 'Rome']"
Fatima,"['Albufeira', 'Badajoz', 'Barcelona', 'Braga', 'Coimbra', 'Faro', 'Francisco Sá Carneiro Airport', 'Lagos', 'Lisbon', 'Lisbon Airport', 'Lourdes', 'Madrid', 'Monte Gordo', 'Portimão', 'Porto', 'Salamanca', 'Santiago de Compostela', 'Seville', 'Torres Vedras', 'Viana do Castelo']"
Fatsa,"['Balıkesir', 'İstanbul']"
"Fayetteville, AR","['Akron, OH', 'Albany, NY', 'Albuquerque, NM', 'Amarillo, TX', 'Atlanta, GA', 'Atlantic City, NJ', 'Austin, TX', 'Bakersfield, CA', 'Baltimore, MD', 'Batavia, OH', 'Baton Rouge, LA', 'Billings, MT', 'Biloxi, MS', 'Birmingham, AL', 'Boise, ID', 'Boston, MA', 'Charleston, WV', 'Charlotte, NC', 'Cheyenne, WY', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Clarksville, TN', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbia, MO', 'Columbus, OH', 'Conroe, TX', 'Dallas, TX', 'Dayton, OH', 'Denton, TX', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Durham, NC', 'Eau Claire, WI', 'El Paso, TX', 'Evansville, IN', 'Fargo, ND', 'Fayetteville, NC', 'Florence, SC', 'Forrest City, AR', 'Fort Lauderdale, FL', 'Fort Wayne, IN', 'Fort Worth, TX', 'Fredericksburg, VA', 'Gainesville, FL', 'Greeley, CO', 'Green Bay, WI', 'Greensboro, NC', 'Greenville, SC', 'Houma, LA', 'Houston, TX', 'Huntsville, TX', 'Indianapolis, IN', 'Jackson, MS', 'Jacksonville, FL', 'Jonesboro, AR', 'Joplin, MO', 'Junction City, KS', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Key West, FL', 'Knoxville, TN', 'Lafayette, IN', 'Lafayette, LA', 'Laredo, TX', 'Las Vegas, NV', 'Lawrence, KS', 'Lawton, OK', 'Lexington, KY', 'Lincoln, NE', 'Longview, TX', 'Los Angeles, CA', 'Louisville, KY', 'Lubbock, TX', 'Macon, GA', 'Manhattan, KS', 'Marked Tree, AR', 'Mcallen, TX', 'Mckinney, TX', 'Memphis, TN', 'Miami, FL', 'Milwaukee, WI', 'Minneapolis, MN', 'Mobile, AL', 'Monroe, LA', 'Monterrey, MX', 'Myrtle Beach, SC', 'Nacogdoches, TX', 'Nashville, TN', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Norman, OK', 'North Charleston, SC', 'Oklahoma City, OK', 'Orlando, FL', 'Peoria, IL', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Plano, TX', 'Port Arthur, TX', 'Port St. Lucie, FL', 'Portland, OR', 'Providence, RI', 'Raleigh, NC', 'Rockford, IL', 'Sacramento, CA', 'Saint Joseph, MO', 'Saint Paul, MN', 'Salem, OR', 'Salina, KS', 'Salt Lake City, UT', 'San Angelo, TX', 'San Antonio, TX', 'San Diego, CA', 'San Francisco, CA', 'Sarasota, FL', 'Savannah, GA', 'Seattle, WA', 'Sherman, TX', 'Shreveport, LA', 'Spokane, WA', 'Springfield, MO', 'St Louis, MO', 'Sulphur Springs, TX', 'Tallahassee, FL', 'Tampa, FL', 'Texarkana, TX', 'Topeka, KS', 'Tucson, AZ', 'Tulsa, OK', 'Washington, D.C.', 'West Palm Beach, FL', 'Wichita, KS', 'Wildwood, GA']"
"Fayetteville, NC","['Akron, OH', 'Albany, GA', 'Albany, NY', 'Allentown, PA', 'Anderson, SC', 'Angleton, TX', 'Asheville, NC', 'Athens, GA', 'Atlanta, GA', 'Atlantic City, NJ', 'Austin, TX', 'Bakersfield, CA', 'Baltimore, MD', 'Baton Rouge, LA', 'Beaumont, TX', 'Beckley, WV', 'Biloxi, MS', 'Binghamton, NY', 'Birmingham, AL', 'Boone, NC', 'Boston, MA', 'Bridgeport, CT', 'Buffalo, NY', 'Cedar Rapids, IA', 'Charleston, WV', 'Charlotte, NC', 'Charlottesville, VA', 'Chicago, IL', 'Cincinnati, OH', 'Clarksville, TN', 'Cleveland, OH', 'Columbia, SC', 'Columbus, GA', 'Columbus, OH', 'Conyers, GA', 'Dallas, TX', 'Dayton, OH', 'Daytona Beach, FL', 'Denver, CO', 'Detroit, MI', 'Dothan, AL', 'Dover, DE', 'Dublin, GA', 'Durham, NC', 'Edenton, NC', 'El Paso, TX', 'Evansville, IN', 'Fayetteville, AR', 'Flagstaff, AZ', 'Flint, MI', 'Florence, SC', 'Forrest City, AR', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Walton Beach, FL', 'Fort Wayne, IN', 'Fort Worth, TX', 'Frederick, MD', 'Fredericksburg, VA', 'Gainesville, FL', 'Gainesville, GA', 'Gary, IN', 'Gastonia, NC', 'Goldsboro, NC', 'Grand Rapids, MI', 'Greensboro, NC', 'Greenville, NC', 'Greenville, SC', 'Hagerstown, MD', 'Harrisburg, PA', 'Hartford, CT', 'Hempstead, NY', 'Hickory, NC', 'High Point, NC', 'Hinesville, GA', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Jackson, MS', 'Jackson, TN', 'Jacksonville, FL', 'Jacksonville, NC', 'Jonesboro, AR', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Kilgore, TX', 'Kissimmee, FL', 'Knoxville, TN', 'Lafayette, LA', 'Lake City, FL', 'Lakeland, FL', 'Lansing, MI', 'Las Vegas, NV', 'Latrobe, PA', 'Lexington, KY', 'Long Beach, CA', 'Los Angeles, CA', 'Louisville, KY', 'Lubbock, TX', 'Lynchburg, VA', 'Macon, GA', 'Madison, WI', 'Mcallen, TX', 'Memphis, TN', 'Miami, FL', 'Milwaukee, WI', 'Minneapolis, MN', 'Mobile, AL', 'Monroe, LA', 'Monroe, NC', 'Montgomery, AL', 'Mount Laurel, NJ', 'Mount Vernon, IL', 'Murfreesboro, TN', 'Myrtle Beach, SC', 'Naples, FL', 'Nashville, TN', 'New Brunswick, NJ', 'New Carrollton, MD', 'New Haven, CT', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Newark, OH', 'Norcross, GA', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Oak Hall, VA', 'Oklahoma City, OK', 'Orangeburg, SC', 'Orlando, FL', 'Panama City, FL', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, ME', 'Princess Anne, MD', 'Providence, RI', 'Pueblo, CO', 'Raleigh, NC', 'Reno, NV', 'Richmond, IN', 'Richmond, VA', 'Roanoke, VA', 'Rochester, NY', 'Rockledge, FL', 'Sacramento, CA', 'Salisbury, MD', 'Salt Lake City, UT', 'San Antonio, TX', 'San Diego, CA', 'Sarasota, FL', 'Savannah, GA', 'Scranton, PA', 'Sebring, FL', 'Siler City, NC', 'Silver Spring, MD', 'South Bend, IN', 'Spartanburg, SC', 'Spokane, WA', 'Springfield, IL', 'Springfield, MA', 'Springfield, MO', 'Springfield, VA', 'St Louis, MO', 'St. Petersburg, FL', 'Statesboro, GA', 'Stroudsburg, PA', 'Summerville, SC', 'Sumter, SC', 'Syracuse, NY', 'Tallahassee, FL', 'Tampa, FL', 'Terre Haute, IN', 'Thomson, GA', 'Tifton, GA', 'Titusville, FL', 'Toledo, OH', 'Tucson, AZ', 'Tulsa, OK', 'Tupelo, MS', 'Tyler, TX', 'Utica, NY', 'Valdosta, GA', 'Waco, TX', 'Warner Robins, GA', 'Washington, D.C.', 'Washington, GA', 'Waterloo, IA', 'West Palm Beach, FL', 'Wichita, KS', 'Wildwood, GA', 'Wilmington-Newark, DE', 'Winston-Salem, NC', 'Winter Haven, FL', 'Wisconsin Dells, WI', 'Woodbridge, VA', 'Wytheville, VA', 'Youngstown, OH']"
Fécamp,['Rouen']
Feda terminal,['Stavanger']
"Feira de Santana, BA",[]
Feldkirch,['Zurich']
"Fergus Falls, MN","['Minneapolis, MN', 'Phoenix-Tempe, AZ', 'Saint Paul, MN', 'Sioux Falls, SD']"
"Fernley, NV",[]
Ferns,[]
Ferrandina,[]
Ferrara,"['Bergamo Orio al Serio Airport', 'Budapest', 'Cirò Marina', 'Florence', 'Milan', 'Munich', 'Padua', 'Perugia', 'Ravenna', 'Rome', 'Siena', 'Venice']"
Ferrol,"['Braga', 'Porto', 'Santiago de Compostela']"
Fetești,[]
Fetești-Gară,[]
Fethiye,"['Ankara', 'Antalya', 'Aydın', 'Bergama', 'Bodrum', 'Bursa', 'Denizli', 'Göreme', 'Kalkan', 'Kaş', 'Kuşadası', 'Marmaris', 'Nevşehir', 'Silifke', 'İstanbul', 'İzmir']"
Fiastra,[]
Fiè allo Scillar,[]
Fier,[]
Fiera di Primiero,[]
Figueira da Foz,"['Albufeira', 'Amarante', 'Lisbon', 'Lisbon Airport', 'Nazare', 'Peniche', 'Porto']"
Figueres,[]
Filiași,[]
"Fillmore, CA","['Bakersfield, CA', 'Barstow, CA', 'Las Vegas, NV', 'Mojave, CA', 'Oxnard-Ventura, CA', 'San Diego, CA', 'San Ysidro, CA', 'Santa Barbara, CA', 'Santa Paula, CA', 'Tehachapi, CA']"
"Fillmore, UT","['Albuquerque, NM', 'Billings, MT', 'Las Vegas, NV', 'San Francisco, CA']"
Finale Ligure,[]
Finike,['İstanbul']
Fiordimonte,[]
Firmo,['Rome']
Fisciano,[]
Fiumefreddo,[]
Fiumicino,['Rome']
Fındıklı,[]
