city,trip
"Thermopolis, WY",[]
Thessaloniki,"['Belgrade', 'Berlin', 'Blagoevgrad', 'Bucharest', 'Budapest', 'Gevgelija', 'Ljubljana', 'Munich', 'Paris', 'Plovdiv', 'Prague', 'Ruse', 'Sandanski', 'Skopje', 'Sofia', 'Tirana', 'Zagreb', 'İstanbul']"
Thiers,['Lyon Saint-Exupéry Airport']
Thionville,"['Arlon', 'Coblenz', 'Maastricht', 'Paris']"
Thiruppur,[]
Thisted,"['Bonn', 'Copenhagen', 'Herning', 'Odense', 'Vejle']"
Thomastown,[]
"Thomasville, GA","['Anderson, IN', 'Athens, GA', 'Atlanta, GA', 'Augusta, GA', 'Burlington, VT', 'Charlotte, NC', 'Chicago, IL', 'Daytona Beach, FL', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Walton Beach, FL', 'Gainesville, FL', 'Gainesville, GA', 'Greensboro, NC', 'Greenville, SC', 'Jacksonville, FL', 'La Grange, GA', 'Lakeland, FL', 'Las Vegas, NV', 'Los Angeles, CA', 'Memphis, TN', 'Miami, FL', 'Montgomery, AL', 'Nashville, TN', 'New Orleans, LA', 'Norcross, GA', 'Oklahoma City, OK', 'Orlando, FL', 'Panama City, FL', 'Philadelphia, PA', 'Raleigh, NC', 'Richmond, VA', 'Sarasota, FL', 'Savannah, GA', 'Spartanburg, SC', 'St. Petersburg, FL', 'Tallahassee, FL', 'Tampa, FL', 'West Palm Beach, FL']"
"Thomson, GA","['Boston, MA', 'Charlotte, NC', 'Fayetteville, NC', 'Louisville, KY', 'Macon, GA', 'Mobile, AL', 'Rockford, IL', 'Tampa, FL', 'Tifton, GA']"
Thonon-les-Bains,"['Annecy', 'Barcelona', 'Grenoble']"
Thornbury,"['Barrie, ON', 'Toronto, ON']"
"Tianguá, CE",[]
Tiduvere,[]
"Tifton, GA","['Abilene, TX', 'Anderson, SC', 'Anniston, AL', 'Athens, GA', 'Athens, TN', 'Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Baltimore, MD', 'Baton Rouge, LA', 'Bay City, TX', 'Birmingham, AL', 'Brunswick, GA', 'Charlotte, NC', 'Chicago, IL', 'Cincinnati, OH', 'Clarksville, TN', 'Columbia, SC', 'Columbus, IN', 'Crossville, TN', 'Dallas, TX', 'Daytona Beach, FL', 'Detroit, MI', 'Dothan, AL', 'Dover, DE', 'Durham, NC', 'Evansville, IN', 'Fayetteville, NC', 'Florence, AL', 'Florence, SC', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Pierce, FL', 'Fort Worth, TX', 'Gadsden, AL', 'Gainesville, FL', 'Gainesville, GA', 'Grand Rapids, MI', 'Greensboro, NC', 'Greenville, SC', 'Hartford, CT', 'Houma, LA', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Jackson, MS', 'Jacksonville, FL', 'Kissimmee, FL', 'Knoxville, TN', 'La Grange, GA', 'Las Vegas, NV', 'Lexington, KY', 'Long Beach, CA', 'Longview, TX', 'Los Angeles, CA', 'Louisville, KY', 'Macon, GA', 'Madison, GA', 'Manchester, TN', 'Memphis, TN', 'Meridian, MS', 'Miami, FL', 'Milwaukee, WI', 'Mobile, AL', 'Monroe, GA', 'Montgomery, AL', 'Murfreesboro, TN', 'Myrtle Beach, SC', 'Naples, FL', 'Nashville, TN', 'New York, NY', 'Newark, NJ', 'Norcross, GA', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Oklahoma City, OK', 'Opelousas, LA', 'Orlando, FL', 'Pensacola, FL', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Port St. Lucie, FL', 'Raleigh, NC', 'Richmond, VA', 'Roanoke, VA', 'Russellville, AL', 'Sarasota, FL', 'Saratoga Springs, NY', 'Savannah, GA', 'Searcy, AR', 'Seattle, WA', 'Shreveport, LA', 'Spartanburg, SC', 'Spring Hill, FL', 'St Louis, MO', 'St. Petersburg, FL', 'Sylacauga, AL', 'Tallahassee, FL', 'Tampa, FL', 'Temple, TX', 'Thomson, GA', 'Tuscaloosa, AL', 'Washington, D.C.', 'West Palm Beach, FL', 'Wildwood, GA', 'Winston-Salem, NC', 'Worcester, MA']"
Tignes,['Geneva Airport']
Tignes 1800,[]
Tihemetsa,[]
"Tijuana,  MX","['Albuquerque, NM', 'Amarillo, TX', 'Atlanta, GA', 'Austin, TX', 'Avenal, CA', 'Bakersfield, CA', 'Baltimore, MD', 'Barstow, CA', 'Bellingham, WA', 'Bismarck, ND', 'Blythe, CA', 'Boston, MA', 'Cedar City, UT', 'Charlotte, NC', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Chico, CA', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbus, OH', 'Dallas, TX', 'Davis, CA', 'Delano, CA', 'Denver, CO', 'Detroit, MI', 'El Monte-Baldwin Park, CA', 'El Paso, TX', 'Ensenada, Baja California', 'Eugene, OR', 'Florence, SC', 'Fresno, CA', 'Gilroy, CA', 'Goshen, CA', 'Guadalajara, Jalisco', 'Hood River, OR', 'Houston, TX', 'Idaho Falls, ID', 'Laredo, TX', 'Las Vegas, NV', 'Lexington, KY', 'Lodi, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Lubbock, TX', 'Marysville, CA', 'Mcallen, TX', 'Memphis, TN', 'Merced, CA', 'Mesa, AZ', 'Mexico City', 'Miami, FL', 'Milwaukee, WI', 'Minneapolis, MN', 'Nashville, TN', 'New York, NY', 'Newark, NJ', 'North Hollywood, CA', 'Oakland / Berkeley / East Bay, CA', 'Oceanside, CA', 'Olympia, WA', 'Omaha, NE', 'Ontario / Montclair / Claremont, CA', 'Ontario, OR', 'Opelousas, LA', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Oxnard-Ventura, CA', 'Palm Springs / Indio / Coachella Valley, CA', 'Pasco, WA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Pocatello, ID', 'Portland, OR', 'Provo, UT', 'Raleigh, NC', 'Redding, CA', 'Redwood City, CA', 'Reno, NV', 'Riverside, CA', 'Sacramento, CA', 'Salem, OR', 'Salinas, CA', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Fernando, CA', 'San Francisco, CA', 'San Jose, CA', 'San Luis Obispo, CA', 'San Ysidro, CA', 'Santa Barbara, CA', 'Seattle, WA', 'St Louis, MO', 'St. George, UT', 'Stockton, CA', 'Suisun City, CA', 'Sunnyside, WA', 'Tacoma, WA', 'Temecula, CA', 'Texarkana, TX', 'Tracy, CA', 'Tucson, AZ', 'Tulare, CA', 'Tulsa, OK', 'Vallejo, CA', 'Visalia, CA', 'Washington, D.C.', 'Yakima, WA', 'Yuma, AZ']"
Tilburg,"['Amsterdam', 'Amsterdam Airport (Schiphol)', 'Antwerp', 'Bialystok', 'Brussels', 'Brussels Airport', 'Budapest', 'Cologne', 'Duisburg', 'Düsseldorf', 'Eindhoven', 'Eindhoven Airport', 'Essen', 'Freiburg', 'Ghent', 'Hamburg', 'Katowice', 'Lille', 'Lyon', 'Mannheim', 'Munich', 'Nuremberg', 'Oldenburg', 'Paris', 'Porto', 'Rotterdam', 'Strasbourg', 'The Hague', 'Villingen-Schwenningen']"
Tilga,[]
"Tillamook, OR","['Portland, OR']"
"Tillson, NY",[]
Timișoara,"['Berlin', 'Bratislava', 'Brussels', 'Bucharest', 'Budapest', 'Budapest Airport', 'Herning', 'Košice', 'Kraków', 'Lisbon', 'Maribor', 'Prague', 'Sofia', 'Szeged', 'Vidin', 'Vienna', 'Vienna Airport']"
"Timon, MA",[]
Timrå,[]
Tindivanam,[]
Tipperary,[]
Tirana,"['Belgrade', 'Bucharest', 'Budapest', 'Budva', 'Dubrovnik', 'Geneva', 'Kichevo', 'Kotor', 'Ohrid', 'Podgorica', 'Shkoder', 'Skopje', 'Sofia', 'Split', 'Thessaloniki', 'Ulcinj', 'Zagreb']"
Tirebolu,[]
Tirupati,['Bangalore']
Tișița,[]
Tisno,"['Dubrovnik', 'Split', 'Split Airport', 'Trogir', 'Zadar', 'Zagreb']"
Tisovec,['Košice']
Titisee-Neustadt,"['Friedrichshafen', 'Munich', 'Prague', 'Stuttgart']"
"Titusville, FL","['Albany, GA', 'Atlanta, GA', 'Augusta, GA', 'Baltimore, MD', 'Biloxi, MS', 'Boca Raton, FL', 'Brunswick, GA', 'Charlotte, NC', 'Chicago, IL', 'Columbia, SC', 'Dayton, OH', 'Daytona Beach, FL', 'Dothan, AL', 'Fayetteville, NC', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Gainesville, FL', 'Greenville, SC', 'Hempstead, NY', 'Huntsville, AL', 'Jacksonville, FL', 'Key West, FL', 'Lake City, FL', 'Lakeland, FL', 'Los Angeles, CA', 'Macon, GA', 'Miami, FL', 'Mobile, AL', 'Myrtle Beach, SC', 'Naples, FL', 'New York, NY', 'Orangeburg, SC', 'Orlando, FL', 'Philadelphia, PA', 'Savannah, GA', 'Scranton, PA', 'St. Petersburg, FL', 'Tallahassee, FL', 'Tampa, FL', 'Valdosta, GA', 'Washington, D.C.', 'West Palm Beach, FL']"
Tivat,"['Belgrade', 'Budva', 'Dubrovnik', 'Kotor', 'Podgorica', 'Split']"
Tobercurry,[]
Töcksfors,"['Karlskoga', 'Oslo', 'Stockholm', 'Västerås']"
Todi,"['Naples', 'Rome']"
Tokat,[]
Toledo,['Lisbon']
"Toledo, OH","['Akron, OH', 'Albuquerque, NM', 'Allentown, PA', 'Altoona, PA', 'Anderson, SC', 'Ann Arbor, MI', 'Anniston, AL', 'Athens, OH', 'Atlanta, GA', 'Atlantic City, NJ', 'Auburn, AL', 'Augusta, GA', 'Austin, TX', 'Baton Rouge, LA', 'Battle Creek, MI', 'Benton Harbor, MI', 'Billings, MT', 'Binghamton, NY', 'Birmingham, AL', 'Bismarck, ND', 'Bloomington, IL', 'Bloomington, IN', 'Bloomsburg, PA', 'Boston, MA', 'Buffalo, NY', 'Canton, OH', 'Cedar Rapids, IA', 'Champaign, IL', 'Charleston, WV', 'Charlotte, NC', 'Charlottesville, VA', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Cleveland, OH', 'Coffeyville, KS', 'Colorado Springs, CO', 'Columbia, MO', 'Columbia, SC', 'Columbus, OH', 'Conyers, GA', 'Corpus Christi, TX', 'Cumberland, MD', 'Dallas, TX', 'Dayton, OH', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Durham, NC', 'El Paso, TX', 'Elgin, IL', 'Erie, PA', 'Evansville, IN', 'Fayetteville, NC', 'Florence, SC', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Worth, TX', 'Fredericksburg, VA', 'Gary, IN', 'Grand Rapids, MI', 'Green Bay, WI', 'Greensboro, NC', 'Greenville, SC', 'Hamilton, ON', 'Harlingen, TX', 'Harrisburg, PA', 'Houston, TX', 'Huntington, WV', 'Huntsville, AL', 'Indianapolis, IN', 'Iowa City, IA', 'Jackson, MI', 'Jackson, MS', 'Jackson, TN', 'Jackson, WY', 'Jacksonville, FL', 'Jefferson City, MO', 'Jonesboro, AR', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Knoxville, TN', 'Kokomo, IN', 'Lafayette, IN', 'Lake Charles, LA', 'Lakeland, FL', 'Lancaster, OH', 'Lansing, MI', 'Las Cruces, NM', 'Las Vegas, NV', 'Lexington, KY', 'Logan, OH', 'London, KY', 'London, ON', 'Los Angeles, CA', 'Louisville, KY', 'Lubbock, TX', 'Madison, WI', 'Madisonville, KY', 'Manchester, NH', 'Manchester, TN', 'Mansfield, OH', 'Mcallen, TX', 'Memphis, TN', 'Meridian, MS', 'Miami, FL', 'Milwaukee, WI', 'Minneapolis, MN', 'Montgomery, AL', 'Morgantown, WV', 'Muncie, IN', 'Myrtle Beach, SC', 'New Brunswick, NJ', 'New Haven, CT', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Niagara Falls, NY', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Oakland / Berkeley / East Bay, CA', 'Oklahoma City, OK', 'Omaha, NE', 'Orlando, FL', 'Ottawa, ON', 'Paducah, KY', 'Peoria, IL', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Plattsburgh, NY', 'Port St. Lucie, FL', 'Portland, OR', 'Raleigh, NC', 'Richmond, VA', 'Roanoke, VA', 'Rochester, MN', 'Rochester, NY', 'Rockford, IL', 'Salt Lake City, UT', 'San Antonio, TX', 'San Diego, CA', 'San Francisco, CA', 'San Ysidro, CA', 'Sarasota, FL', 'Savannah, GA', 'Scranton, PA', 'Seattle, WA', 'Sioux Falls, SD', 'Springfield, MO', 'Springfield, OH', 'St Louis, MO', 'St. Petersburg, FL', 'State College, PA', 'Syracuse, NY', 'Tallahassee, FL', 'Tampa, FL', 'Toronto, ON', 'Tucson, AZ', 'Tulsa, OK', 'Tupelo, MS', 'Valdosta, GA', 'Washington, D.C.', 'West Palm Beach, FL', 'Wheeling, WV', 'Williamsport, PA', 'Wilmington, NC', 'Wilmington-Newark, DE', 'Windsor, ON']"
Tolentino,"['Gera', 'Rome', 'Rome Fiumicino Airport']"
Tolli,[]
Tolosa,[]
"Toluca, Estado De Mexico",[]
"Tomah, WI","['Atlanta, GA', 'Bloomington, IN', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cleveland, OH', 'Detroit, MI', 'Duluth, MN', 'Eau Claire, WI', 'Grand Rapids, MI', 'Green Bay, WI', 'Indianapolis, IN', 'Kalamazoo, MI', 'Kansas City, MO', 'Lafayette, IN', 'Lakeland, MN', 'Lamoni, IA', 'Las Vegas, NV', 'Louisville, KY', 'Mcallen, TX', 'Memphis, TN', 'Milwaukee, WI', 'Monterrey, MX', 'Nashville, TN', 'Omaha, NE', 'Osceola, IA', 'Philadelphia, PA', 'Punxsutawney, PA', 'Saint Paul, MN', 'Sonora, KY', 'Springfield, IL', 'St Louis, MO', 'Tucson, AZ', 'Wildwood, GA', 'Wytheville, VA']"
Tomar,[]
Tomašanci,[]
Tomaszów Mazowiecki,['Bełchatów']
Tomelloso,[]
Tomislavgrad,[]
Tondela,"['Lisbon', 'Viseu']"
Tönnebro,[]
"Tonopah, NV",[]
Tønsberg Sem E18 (Aulerød commuter parking),"['Kristiansand', 'Lysaker stasjon', 'Oslo', 'Stavanger']"
Tõnumaa,[]
"Topeka, KS","['Albuquerque, NM', 'Amarillo, TX', 'Ames, IA', 'Atlanta, GA', 'Austin, TX', 'Bakersfield, CA', 'Baton Rouge, LA', 'Boise, ID', 'Boston, MA', 'Cedar Rapids, IA', 'Champaign, IL', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbus, GA', 'Columbus, OH', 'Dallas, TX', 'Dayton, OH', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'El Paso, TX', 'Fargo, ND', 'Fayetteville, AR', 'Forrest City, AR', 'Fort Collins, CO', 'Fort Worth, TX', 'Gallup, NM', 'Greeley, CO', 'Hollister, MO', 'Houston, TX', 'Hutchinson, KS', 'Idaho Falls, ID', 'Indianapolis, IN', 'Iowa City, IA', 'Jefferson City, MO', 'Jonesboro, AR', 'Joplin, MO', 'Kansas City, KS', 'Kansas City, MO', 'Knoxville, TN', 'Lafayette, IN', 'Lafayette, LA', 'Lansing, MI', 'Laredo, TX', 'Lawton, OK', 'Lincoln, NE', 'Los Angeles, CA', 'Louisville, KY', 'Lubbock, TX', 'Macon, GA', 'Memphis, TN', 'Milwaukee, WI', 'Minneapolis, MN', 'Mobile, AL', 'Monterrey, MX', 'Montgomery, AL', 'Nashville, TN', 'New York, NY', 'Norfolk-Virginia Beach, VA', 'Oklahoma City, OK', 'Omaha, NE', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, OR', 'Raton, NM', 'Richmond, VA', 'Rockford, IL', 'Saint Paul, MN', 'Salt Lake City, UT', 'San Antonio, TX', 'Sioux Falls, SD', 'Springfield, MO', 'Tampa, FL', 'Texarkana, TX', 'Toronto, ON', 'Tucson, AZ', 'Tulsa, OK', 'Van Buren, AR', 'Washington, D.C.', 'Wichita, KS']"
Topoľčany,['Vienna Airport']
Toprakcuma,[]
Topusko,['Zagreb']
Torano Castello,[]
Tordesillas,[]
Torlakovac,[]
"Toronto, ON","['Akron, OH', 'Albany, NY', 'Allentown, PA', 'Amsterdam, NY', 'Ann Arbor, MI', 'Annapolis, MD', 'Athens, OH', 'Atlanta, GA', 'Atlantic City, NJ', 'Augusta, GA', 'Austin, TX', 'Baltimore, MD', 'Barrie, ON', 'Batavia, NY', 'Battle Creek, MI', 'Belleville', 'Bellingham, WA', 'Bennington, VT', 'Benton Harbor, MI', 'Binghamton, NY', 'Birmingham, AL', 'Bloomington, IL', 'Boston, MA', 'Bowling Green, OH', 'Brantford', 'Bridgeport, CT', 'Brownsville, TX', 'Buffalo, NY', 'Buffalo, WY', 'Burlington, VT', 'Cambridge, OH', 'Canton, NY', 'Canton, OH', 'Carleton Place', 'Champaign, IL', 'Charleston, WV', 'Charlotte, NC', 'Chatham', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Cleveland, MS', 'Cleveland, OH', 'Cobourg', 'College Park, MD', 'Collingwood', 'Columbia, SC', 'Columbus, OH', 'Corning, NY', 'Cortland, NY', 'Dallas, TX', 'Dayton, OH', 'Denver, CO', 'Detroit, MI', 'Durham, NC', 'El Paso, TX', 'Erie, PA', 'Evansville, IN', 'Flint, MI', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Wayne, IN', 'Fort Worth, TX', 'Frederick, MD', 'Fresno, CA', 'Glendale, CA', 'Grand Rapids, MI', 'Greenville, SC', 'Hamilton, ON', 'Harrisburg, PA', 'Hartford, CT', 'Hempstead, NY', 'Holland, MI', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Ingersoll', 'Ithaca, NY', 'Jackson, MI', 'Jacksonville, FL', 'Joplin, MO', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Kingston, NY', 'Kingston, ON', 'Kitchener, ON', 'La Grange, GA', 'Lafayette, IN', 'Lansing, MI', 'Las Vegas, NV', 'Laurel, MD', 'Lexington, KY', 'Lima, OH', 'London, KY', 'London, ON', 'Long Beach, CA', 'Los Angeles, CA', 'Louisville, KY', 'Madison, WI', 'Madoc', 'Manchester, NH', 'Mansfield, OH', 'Mcallen, TX', 'Meaford', 'Memphis, TN', 'Merced, CA', 'Merrillville, IN', 'Miami, FL', 'Michigan City, IN', 'Milwaukee, WI', 'Minneapolis, MN', 'Mississauga, ON', 'Mobile, AL', 'Monroeville, PA', 'Montgomery, AL', 'Montpelier, VT', 'Mount Laurel, NJ', 'Mount Pocono, PA', 'Myrtle Beach, SC', 'Naperville, IL', 'Nashville, TN', 'New Brunswick, NJ', 'New Carrollton, MD', 'New Haven, CT', 'New Orleans, LA', 'New Paltz, NY', 'New York, NY', 'Newark, NJ', 'Niagara Falls, NY', 'Niagara Falls, ON', 'Norfolk-Virginia Beach, VA', 'Norristown, PA', 'Oklahoma City, OK', 'Omaha, NE', 'Orange County-Anaheim-Santa Ana, CA', 'Orangeburg, SC', 'Orlando, FL', 'Oshawa, ON', 'Ottawa, ON', 'Owen Sound', 'Palm Coast, FL', 'Parry Sound', 'Perth,ON', 'Peterborough, ON', 'Philadelphia, NY', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pickering,ON', 'Pittsburgh, PA', 'Pittsfield, MA', 'Plattsburgh, NY', 'Port Hope', 'Port Severn', 'Portland, ME', 'Portland, OR', 'Providence, RI', 'Queens, NY', 'Raleigh, NC', 'Richmond, VA', 'Ridgewood, NJ', 'Riverside, CA', 'Roanoke, VA', 'Rochester, NY', 'Rockford, IL', 'Rutland, VT', 'Sacramento, CA', 'Saint Paul, MN', 'Salisbury, MD', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Francisco, CA', 'San Jose, CA', 'Sandusky, OH', 'Sarnia', 'Savannah, GA', 'Schenectady, NY', 'Scranton, PA', 'Seattle, WA', 'Shreveport, LA', 'South Bend, IN', 'Southfield, MI', 'Springfield, IL', 'Springfield, MA', 'Springfield, MO', 'Springville, NY', 'St Louis, MO', 'St Thomas', 'St. Catharines, ON', 'State College, PA', 'Storrs, CT', 'Strathroy', 'Stroudsburg, PA', 'Sudbury, ON', 'Syracuse, NY', 'Tallahassee, FL', 'Tampa, FL', 'Thornbury', 'Toledo, OH', 'Topeka, KS', 'Tucson, AZ', 'Tulsa, OK', 'Utica, NY', 'Valdosta, GA', 'Wasaga Beach', 'Washington, D.C.', 'Waubaushene', 'White Plains, NY', 'White River Junction, VT', 'Wichita, KS', 'Wilmington, NC', 'Wilmington-Newark, DE', 'Windsor, ON', 'Winston-Salem, NC', 'Wisconsin Dells, WI', 'Woodstock,ON', 'Wooster, OH', 'Worcester, MA', 'York, PA', 'Youngstown, OH']"
Torre Melissa,"['Naples', 'Rome']"
Torre Voluta di Frassa,[]
Torrelavega,[]
Tõrremäe,[]
Torremezzo di Falconara,[]
"Torreón, Coahuila",[]
Torres Novas,[]
Torres Vedras,"['Aveiro', 'Coimbra', 'Fatima', 'Lagos', 'Leiria', 'Lisbon', 'Porto']"
Torretta Crucoli,[]
Torsboda,[]
Tortona,[]
Tortora,[]
Torul,['Erzincan']
Toruń,"['Berlin', 'Berlin Airport', 'Brussels', 'Bydgoszcz', 'Częstochowa', 'Gdansk Lech Walesa Airport', 'Gdańsk', 'Gdynia', 'Katowice', 'Kraków', 'Kraków Airport', 'Lublin', 'Plock', 'Poznań', 'Warsaw', 'Warsaw Airport', 'Warsaw Modlin Airport', 'Łódź', 'Žilina']"
Tõrva,[]
Tosya,[]
Toulon,"['Antibes', 'Barcelona', 'Bilbao', 'Bologna', 'Bordeaux', 'Brussels', 'Carcassonne', 'Genoa', 'La Spezia', 'Lyon', 'Madrid', 'Marseille', 'Marseille Airport', 'Milan', 'Milan Linate Airport', 'Montpellier', 'Nice', 'Paris', 'Pisa', 'Rome', 'Toulouse', 'Turin', 'Vienna']"
Toulouse,"['Agen', 'Aix-en-Provence', 'Andorra la Vella', 'Annecy', 'Avignon', 'Barcelona', 'Barcelona El Prat Airport', 'Bayonne', 'Biarritz', 'Bilbao', 'Bologna', 'Bordeaux', 'Brive-la-Gaillarde', 'Brunswick', 'Brussels', 'Caen', 'Cannes', 'Carcassonne', 'Clermont-Ferrand', 'Cottbus', 'Florence', 'Freiburg', 'Geneva', 'Genoa', 'Girona', 'Girona Airport', 'Granada', 'Grenoble', 'Hamburg', 'Heidelberg', 'Hendaye', 'La Rochelle', 'Lisbon', 'Lleida', 'Lloret de Mar', 'Lorient', 'Lyon', 'Madrid', 'Marseille', 'Marseille Airport', 'Milan', 'Montpellier', 'Mulhouse', 'Nantes', 'Narbonne', 'Nice', 'Niort', 'Nuremberg', 'Nîmes', 'Paris', 'Paris Orly Airport', 'Pau', 'Perpignan', 'Porto', 'Prague', 'Quimper', 'Rennes', 'Rome', 'Saint-Malo', 'San Sebastián', 'Tarbes', 'Toulon', 'Toulouse Blagnac Airport', 'Trieste', 'Valencia', 'Vielha', 'Zaragoza', 'Zurich']"
Toulouse Blagnac Airport,"['Agen', 'Aosta', 'Avignon', 'Barcelona', 'Bordeaux', 'Brive-la-Gaillarde', 'Cahors', 'Carcassonne', 'Montauban', 'Narbonne', 'Paris', 'Pau', 'Stuttgart', 'Tarbes', 'Toulouse', 'Warsaw']"
Tours,"['Angers', 'Blois', 'Bordeaux', 'Frankfurt', 'Luxembourg', 'Lyon', 'Marseille', 'Nantes', 'Naples', 'Orleans', 'Paris', 'Paris Charles-de-Gaulle Airport', 'Paris Orly Airport', 'Rennes']"
Trabzon,"['Ankara', 'Antalya', 'Bartın', 'Diyarbakır', 'Göreme', 'Kayseri', 'Nevşehir', 'Samsun', 'İstanbul']"
"Tracy, CA","['Austin, TX', 'Boise, ID', 'Calexico, CA', 'Chico, CA', 'Fresno, CA', 'Houston, TX', 'Las Vegas, NV', 'Long Beach, CA', 'Los Angeles, CA', 'Merced, CA', 'Mexico City', 'Modesto, CA', 'Oakland / Berkeley / East Bay, CA', 'Oklahoma City, OK', 'Ontario / Montclair / Claremont, CA', 'Orange County-Anaheim-Santa Ana, CA', 'Palm Springs / Indio / Coachella Valley, CA', 'Portland, OR', 'Reno, NV', 'Sacramento, CA', 'Salem, OR', 'San Bernardino, CA', 'San Diego, CA', 'San Fernando, CA', 'San Francisco, CA', 'San Ysidro, CA', 'Tijuana,  MX']"
Tralee,[]
Trapani,"['Agrigento', 'Catania', 'Catania Airport', 'Messina', 'Palermo', 'Pisa']"
Trapani Airport,['Porto Empedocle']
Travemünde,[]
Travnik,['Split']
Třebíč,"['Brno', 'Munich']"
Trebinje,['Mostar']
Trebisacce,[]
Třeboň,[]
"Tremonton, UT","['Boise, ID', 'Sugar City, ID']"
Trenčín,"['Bratislava', 'Brno', 'Erfurt', 'Gdańsk', 'Kraków', 'Leipzig', 'Prague', 'Prievidza', 'Rivne', 'Uzhhorod', 'Vienna', 'Vienna Airport', 'Zagreb']"
Trento,"['Amsterdam', 'Attnang-Puchheim', 'Barcelona', 'Bayonne', 'Bergamo Orio al Serio Airport', 'Berlin', 'Besançon', 'Bologna', 'Bozen (Bolzano)', 'Budapest', 'Cassino', 'Castelnuovo del Garda (Gardaland)', 'Como', 'Copenhagen', 'Dijon', 'Florence', 'Frankfurt Airport', 'Genoa', 'Hamburg', 'Heidelberg', 'Innsbruck', 'Lindau', 'Maastricht', 'Milan', 'Milan Linate Airport', 'Milan Malpensa Airport', 'Munich', 'Munich International Airport', 'Naples', 'Nuremberg', 'Padua', 'Paris', 'Peschiera del Garda', 'Rimini', 'Rome', 'Saarbrücken', 'Salzburg', 'Stuttgart', 'Utrecht', 'Venice', 'Venice Marco Polo Airport', 'Verona', 'Zurich']"
"Três Lagoas, MS",[]
"Três Marias, MG",[]
Treviso,"['Cortina d`Ampezzo', 'Düsseldorf', 'Ljubljana', 'Longarone', 'Padua', 'Rome', 'Trieste', 'Udine', 'Venice', 'Venice Marco Polo Airport', 'Vicenza']"
Treviso Airport,"['Bari', 'Bologna', 'Budapest', 'Ljubljana', 'Pozza di Fassa', 'Rome', 'Trieste', 'Udine', 'Venice', 'Zagreb']"
Tribunj,[]
Trier,"['Amsterdam', 'Antwerp', 'Barcelona', 'Berlin', 'Brussels', 'Budapest', 'Cologne', 'Düsseldorf', 'Florence', 'Frankfurt', 'Frankfurt Airport', 'Freiburg', 'Genoa', 'Göttingen', 'Jena', 'Kaiserslautern', 'Leipzig', 'London', 'Luxembourg', 'Mannheim', 'Metz', 'Milan', 'Munich', 'Paris', 'Rome Fiumicino Airport', 'Saarbrücken', 'Strasbourg', 'Stuttgart', 'Vilnius', 'Warsaw', 'Wiesbaden']"
